"IPK";"FAKULTAS";"JENIS KELAMIN";"EKSPEKTASI GAJI";"LOKASI KERJA";"MASA TUNGGU"
0.7214660820477931;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5118004659153752;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.21826860332998801;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.830059477332105;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.3687951218407846;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.9311316981802109;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.66232698442617;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.9311316981802109;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
1.1827304375391134;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.0397250934645228;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.8719926005585878;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.7461932308791375;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.05053611042405298;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5118004659153752;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
0.6375998355948256;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.9311316981802109;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5118004659153752;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.056931067859663;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
1.1407973143126307;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.0149979446331785;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.434329176898016;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.008602987197570156;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.13440235687702048;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.20106262893484955;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.8472654517272434;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.49459449152023494;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.1235913399174904;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.500989448955845;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.1235913399174904;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.4762623001245008;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.2849288753878171;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8472654517272434;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.434329176898016;"EKONOMI";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
-0.830059477332105;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.21826860332998801;"EKONOMI";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
0.6375998355948256;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.0816582166910076;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.3021348497829555;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.5429225721823279;"EKONOMI";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
1.8955935323893365;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.4526613682937521;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.09246923365053768;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-1.3332569560499101;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.033330136028914534;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.5601285465774681;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.66232698442617;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.2246635607655982;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.38600109623592305;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.7461932308791375;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.42793421946240773;"EKONOMI";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
-1.0397250934645228;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.2602017265564727;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.710655065088263;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.21826860332998801;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.2429957521613324;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-1.3332569560499101;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-1.878387557994198;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.8053323285007606;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.05053611042405298;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.5429225721823279;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.4107282450672674;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.830059477332105;"EKONOMI";"Laki laki";"diatas 4 juta";"luar daerah";"3 bulan lebih"
-0.3687951218407846;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.2429957521613324;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.4107282450672674;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.99779197023804;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.42793421946240773;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.11719638248188205;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.4762623001245008;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.763399205274276;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.4762623001245008;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.6020616698039511;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8053323285007606;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.5181954233509836;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8891985749537281;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.937526655615821;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.5365276147467177;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.056931067859663;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.3923960536715332;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.0149979446331785;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.6375998355948256;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.979459778842304;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.8472654517272434;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.2913238328234253;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.5365276147467177;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.42793421946240773;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.375190079276393;"EKONOMI";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.49459449152023494;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.6203938611996853;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.5118004659153752;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.4526613682937521;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-1.375190079276393;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.2602017265564727;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.9139257237850725;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.20106262893484955;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.056931067859663;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.6375998355948256;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5118004659153752;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.6375998355948256;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
1.769794162709886;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.2602017265564727;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.937526655615821;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.8053323285007606;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.13440235687702048;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.15912950570836487;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.056931067859663;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.05053611042405298;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.5181954233509836;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.5537335891418581;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.266596683992081;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.99779197023804;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.1407973143126307;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan lebih"
1.811727285936369;"EKONOMI";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
-1.7525881883147458;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.3332569560499101;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
1.0149979446331785;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.3085298072185656;"EKONOMI";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan lebih"
0.8891985749537281;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5956667123683409;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan lebih"
-1.165524463143975;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.4107282450672674;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.2913238328234253;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.5784607379732024;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.49459449152023494;"EKONOMI";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.2602017265564727;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.05053611042405298;"EKONOMI";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.1827304375391134;"EKONOMI";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
-0.2429957521613324;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5537335891418581;"EKONOMI";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.0149979446331785;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5537335891418581;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.763399205274276;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.13440235687702048;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.5601285465774681;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.9730648214066956;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.13440235687702048;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.3440679730094402;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.7461932308791375;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.2849288753878171;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.0149979446331785;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.4107282450672674;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-1.500989448955845;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"luar daerah";"3 bulan lebih"
0.8053323285007606;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
-0.033330136028914534;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.3504629304450486;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
2.3568578878806585;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.1827304375391134;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.098864191086146;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
1.3923960536715332;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8472654517272434;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"luar daerah";"3 bulan lebih"
-0.2849288753878171;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.3923960536715332;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.8536604091628537;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"diatas 4 juta";"luar daerah";"3 bulan lebih"
1.5601285465774681;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
1.5601285465774681;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
2.314924764654174;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
2.3987910111071415;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
2.5245903807865937;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8053323285007606;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"luar daerah";"3 bulan atau kurang"
0.5537335891418581;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.5784607379732024;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.3021348497829555;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"luar daerah";"3 bulan lebih"
1.266596683992081;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"diatas 4 juta";"dalam daerah dan sekitarnya";"3 bulan lebih"
0.6795329588213084;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.8472654517272434;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-0.20106262893484955;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.5118004659153752;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.1407973143126307;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
0.42793421946240773;"KEGURUAN DAN ILMU PENDIDIKAN";"Perempuan";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
1.1827304375391134;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
-1.5848556954088107;"KEGURUAN DAN ILMU PENDIDIKAN";"Laki laki";"dibawah 4 juta";"dalam daerah dan sekitarnya";"3 bulan atau kurang"
